Sentence,Tokens,Lemmas,POS,Chapter
"Хотя в ее косвенных взглядах я читал что-то дикое и подозрительное, хотя в ее улыбке было что-то неопределенное, но такова сила предубеждений: правильный нос свел меня с ума; я вообразил, что нашел Гётеву Миньону 3, это причудливое создание его немецкого воображения; — и точно, между ними было много сходства: те же быстрые переходы от величайшего беспокойства к полной неподвижности, те же загадочные речи, те же прыжки, странные песни... По́д-вечер, остановив ее в дверях, я завел с нею следующий разговор: «Скажи-ка мне, красавица, — спросил я: — что ты делала сегодня на кровле?» — «А смотрела, откуда ветер дует».",Хотя;в;ее;косвенных;взглядах;я;читал;что-то;дикое;и;подозрительное;хотя;в;ее;улыбке;было;что-то;неопределенное;но;такова;сила;предубеждений;правильный;нос;свел;меня;с;ума;я;вообразил;что;нашел;Гётеву;Миньону;3;это;причудливое;создание;его;немецкого;воображения;и;точно;между;ними;было;много;сходства;те;же;быстрые;переходы;от;величайшего;беспокойства;к;полной;неподвижности;те;же;загадочные;речи;те;же;прыжки;странные;песни;По́д-вечер;остановив;ее;в;дверях;я;завел;с;нею;следующий;разговор;Скажи;ка;мне;красавица;спросил;я;что;ты;делала;сегодня;на;кровле;А;смотрела;откуда;ветер;дует,хотя;в;ее;косвенный;взгляд;я;читать;что-то;дикий;и;подозрительный;хотя;в;ее;улыбка;быть;что-то;неопределенный;но;таков;сила;предубеждение;правильный;нос;свести;я;с;ум;я;вообразить;что;найти;Гетев;Миньон;3;это;причудливый;создание;его;немецкий;воображение;и;точно;между;они;быть;много;сходство;тот;же;быстрый;переход;от;большой;беспокойство;к;полный;неподвижность;тот;же;загадочный;речь;тот;же;прыжок;странный;песня;по́д-вечер;остановить;она;в;дверь;я;завести;с;она;следующий;разговор;сказать;ка;я;красавица;спросить;я;что;ты;делать;сегодня;на;кровля;а;смотреть;откуда;ветер;дуть,SCONJ;ADP;DET;ADJ;NOUN;PRON;VERB;PRON;ADJ;CCONJ;ADJ;SCONJ;ADP;DET;NOUN;AUX;PRON;ADJ;CCONJ;ADJ;NOUN;NOUN;ADJ;NOUN;VERB;PRON;ADP;NOUN;PRON;VERB;SCONJ;VERB;PROPN;PROPN;NUM;PRON;ADJ;NOUN;DET;ADJ;NOUN;CCONJ;ADV;ADP;PRON;AUX;NUM;NOUN;DET;PART;ADJ;NOUN;ADP;ADJ;NOUN;ADP;ADJ;NOUN;DET;PART;ADJ;NOUN;DET;PART;NOUN;ADJ;NOUN;NOUN;VERB;PRON;ADP;NOUN;PRON;VERB;ADP;PRON;ADJ;NOUN;VERB;PART;PRON;NOUN;VERB;PRON;PRON;PRON;VERB;ADV;ADP;NOUN;CCONJ;VERB;ADV;NOUN;VERB,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"— «Зачем тебе?» — «Откуда ветер, оттуда и счастье».",Зачем;тебе;Откуда;ветер;оттуда;и;счастье,зачем;ты;откуда;ветер;оттуда;и;счастье,ADV;PRON;ADV;NOUN;ADV;CCONJ;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"— «Что же, разве ты песнею зазывала счастье?» — «Где поется, там и счастливится».",Что;же;разве;ты;песнею;зазывала;счастье;Где;поется;там;и;счастливится,что;же;разве;ты;песня;зазывать;счастье;где;петь;там;и;счастливиться,PRON;PART;PART;PRON;NOUN;VERB;NOUN;ADV;VERB;ADV;PART;VERB,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
— «А как неравно напоешь себе горе?» — «Ну что ж?,А;как;неравно;напоешь;себе;горе;Ну;что;ж,а;как;неравно;напоесть;себя;гора;ну;что;же,CCONJ;ADV;ADV;VERB;PRON;NOUN;PART;PRON;PART,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"где не будет лучше, там будет хуже, а от худа до добра опять не далеко».",где;не;будет;лучше;там;будет;хуже;а;от;худа;до;добра;опять;не;далеко,где;не;быть;хороший;там;быть;плохой;а;от;худо;до;добро;опять;не;далеко,ADV;PART;AUX;ADJ;ADV;AUX;ADJ;CCONJ;ADP;NOUN;ADP;NOUN;ADV;PART;ADV,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"— Кто ж тебя выучил эту песню?» — «Никто не выучил; вздумается — запою: кому услыхать, тот услышит, а кому не должно слушать, тот не поймет».",Кто;ж;тебя;выучил;эту;песню;Никто;не;выучил;вздумается;запою;кому;услыхать;тот;услышит;а;кому;не;должно;слушать;тот;не;поймет,кто;же;ты;выучить;этот;песня;никто;не;выучить;вздуматься;запоя;кто;услыхать;тот;слышать;а;кто;не;должен;слушать;тот;не;понять,PRON;PART;PRON;VERB;DET;NOUN;PRON;PART;VERB;VERB;NOUN;PRON;VERB;DET;VERB;CCONJ;PRON;PART;ADJ;VERB;DET;PART;VERB,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"— «А как тебя зовут, моя певунья?» — «Кто крестил, тот знает».",А;как;тебя;зовут;моя;певунья;Кто;крестил;тот;знает,а;как;ты;звать;мой;певунье;кто;крестить;тот;знать,CCONJ;ADV;PRON;VERB;DET;NOUN;PRON;VERB;DET;VERB,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
— «А кто крестил?» — «Почему я знаю».,А;кто;крестил;Почему;я;знаю,а;кто;крестить;почему;я;знать,CCONJ;PRON;VERB;ADV;PRON;VERB,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
— «Экая скрытная!,Экая;скрытная,экой;скрытный,ADJ;ADJ,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"а вот я кое-что про тебя узнал» (она не изменилась в лице, не пошевельнула губами, как будто не об ней дело).",а;вот;я;кое-что;про;тебя;узнал;она;не;изменилась;в;лице;не;пошевельнула;губами;как;будто;не;об;ней;дело,а;вот;я;кое-что;про;ты;узнать;она;не;измениться;в;лицо;не;пошевельнуть;губа;как;будто;не;о;она;дело,CCONJ;PART;PRON;NOUN;ADP;PRON;VERB;PRON;PART;VERB;ADP;NOUN;PART;VERB;NOUN;SCONJ;PART;PART;ADP;PRON;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"«Я узнал, что ты вчера ночью ходила на берег».",Я;узнал;что;ты;вчера;ночью;ходила;на;берег,я;узнать;что;ты;вчера;ночь;ходить;на;берег,PRON;VERB;SCONJ;PRON;ADV;NOUN;VERB;ADP;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"И тут я очень важно пересказал ей всё, что видел, думая смутить ее, — нимало!",И;тут;я;очень;важно;пересказал;ей;всё;что;видел;думая;смутить;ее;нимало,и;тут;я;очень;важно;пересказать;она;все;что;видеть;думать;смутить;она;нимало,CCONJ;ADV;PRON;ADV;ADV;VERB;PRON;PRON;PRON;VERB;VERB;VERB;PRON;ADJ,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
она захохотала во всё горло.,она;захохотала;во;всё;горло,она;захохотать;в;весь;горло,PRON;VERB;ADP;DET;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"«Много видели, да мало знаете; а что знаете, так держите под замочком».",Много;видели;да;мало;знаете;а;что;знаете;так;держите;под;замочком,много;видеть;да;мало;знать;а;что;знать;так;держать;под;замочок,ADV;VERB;CCONJ;ADV;VERB;CCONJ;PRON;VERB;ADV;VERB;ADP;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"— «А если б я, например, вздумал донести коменданту?» — и тут я сделал очень серьезную, даже строгую мину.",А;если;б;я;например;вздумал;донести;коменданту;и;тут;я;сделал;очень;серьезную;даже;строгую;мину,а;если;бы;я;например;вздумать;донести;комендант;и;тут;я;делать;очень;серьезный;даже;строгий;мина,CCONJ;SCONJ;AUX;PRON;ADV;VERB;VERB;NOUN;CCONJ;ADV;PRON;VERB;ADV;ADJ;PART;ADJ;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Она вдруг прыгнула, запела и скрылась, как птичка, выпугнутая из кустарника.",Она;вдруг;прыгнула;запела;и;скрылась;как;птичка;выпугнутая;из;кустарника,она;вдруг;прыгать;запеть;и;скрыться;как;птичка;выпугнуть;из;кустарник,PRON;ADV;VERB;VERB;CCONJ;VERB;SCONJ;NOUN;VERB;ADP;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Последние слова мои были вовсе не у места; я тогда не подозревал их важности, но впоследствии имел случай в них раскаяться.",Последние;слова;мои;были;вовсе;не;у;места;я;тогда;не;подозревал;их;важности;но;впоследствии;имел;случай;в;них;раскаяться,последний;слово;мой;быть;вовсе;не;у;место;я;тогда;не;подозревать;их;важность;но;впоследствии;иметь;случай;в;они;раскаяться,ADJ;NOUN;DET;AUX;ADV;PART;ADP;NOUN;PRON;ADV;PART;VERB;DET;NOUN;CCONJ;ADV;VERB;NOUN;ADP;PRON;VERB,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Только, что смерклось, я велел казаку нагреть чайник по-походному, засветил свечу и сел у стола, покуривая из дорожной трубки.",Только;что;смерклось;я;велел;казаку;нагреть;чайник;по-походному;засветил;свечу;и;сел;у;стола;покуривая;из;дорожной;трубки,только;что;смеркаться;я;велеть;казак;нагреть;чайник;по-походный;засветить;свеча;и;сесть;у;стол;покуривать;из;дорожный;трубка,PART;PRON;VERB;PRON;VERB;NOUN;VERB;NOUN;ADJ;VERB;NOUN;CCONJ;VERB;ADP;NOUN;VERB;ADP;ADJ;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Уж я доканчивал второй стакан чая, как вдруг дверь скрыпнула, легкий шорох платья и шагов послышался за мной; я вздрогнул и обернулся, — то была она, моя ундина 4; она села против меня тихо и безмолвно и устремила на меня глаза свои, и, не знаю почему, но этот взор показался мне чудно нежен; он мне напомнил один из тех взглядов, которые в старые годы так самовластно играли моею жизнью.",Уж;я;доканчивал;второй;стакан;чая;как;вдруг;дверь;скрыпнула;легкий;шорох;платья;и;шагов;послышался;за;мной;я;вздрогнул;и;обернулся;то;была;она;моя;ундина;4;она;села;против;меня;тихо;и;безмолвно;и;устремила;на;меня;глаза;свои;и;не;знаю;почему;но;этот;взор;показался;мне;чудно;нежен;он;мне;напомнил;один;из;тех;взглядов;которые;в;старые;годы;так;самовластно;играли;моею;жизнью,уж;я;доканчивать;второй;стакан;чай;как;вдруг;дверь;скрыпнуть;легкий;шорох;платье;и;шаг;послышаться;за;я;я;вздрогнуть;и;обернуться;то;быть;она;мой;ундина;4;она;сесть;против;я;тихо;и;безмолвно;и;устремить;на;я;глаз;свой;и;не;знать;почему;но;этот;взор;показаться;я;чудно;неженый;он;я;напомнить;один;из;тот;взгляд;который;в;старый;год;так;самовластно;играть;мой;жизнь,PART;PRON;VERB;ADJ;NOUN;NOUN;SCONJ;ADV;NOUN;VERB;ADJ;NOUN;NOUN;CCONJ;NOUN;VERB;ADP;PRON;PRON;VERB;CCONJ;VERB;SCONJ;VERB;PRON;DET;NOUN;NUM;PRON;VERB;ADP;PRON;ADV;CCONJ;ADV;CCONJ;VERB;ADP;PRON;NOUN;DET;CCONJ;PART;VERB;ADV;CCONJ;DET;NOUN;VERB;PRON;ADV;ADJ;PRON;PRON;VERB;NUM;ADP;DET;NOUN;PRON;ADP;ADJ;NOUN;ADV;ADV;VERB;DET;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Она, казалось, ждала вопроса, но я молчал, полный неизъяснимого смущения.",Она;казалось;ждала;вопроса;но;я;молчал;полный;неизъяснимого;смущения,она;казаться;ждать;вопрос;но;я;молчать;полный;неизъяснимый;смущение,PRON;VERB;VERB;NOUN;CCONJ;PRON;VERB;ADJ;ADJ;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Лицо ее было покрыто тусклой бледностью, изобличавшей волнение душевное; рука ее без цели бродила по столу, и я заметил в ней легкий трепет; грудь ее то высоко подымалась, то, казалось, она удерживала дыхание.",Лицо;ее;было;покрыто;тусклой;бледностью;изобличавшей;волнение;душевное;рука;ее;без;цели;бродила;по;столу;и;я;заметил;в;ней;легкий;трепет;грудь;ее;то;высоко;подымалась;то;казалось;она;удерживала;дыхание,лицо;ее;быть;покрыть;тусклый;бледность;изобличать;волнение;душевный;рука;ее;без;цель;бродить;по;стол;и;я;заметить;в;она;легкий;трепет;грудь;ее;то;высоко;поднуматься;то;казаться;она;удерживать;дыхание,NOUN;DET;AUX;VERB;ADJ;NOUN;VERB;NOUN;ADJ;NOUN;DET;ADP;NOUN;VERB;ADP;NOUN;CCONJ;PRON;VERB;ADP;PRON;ADJ;NOUN;NOUN;DET;PART;ADV;VERB;SCONJ;VERB;PRON;VERB;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Эта комедия начинала мне надоедать, и я готов был прервать молчание самым прозаическим образом, то есть предложить ей стакан чаю, как вдруг она вскочила, обвила руками мою шею, и влажный, огненный поцелуй прозвучал на губах моих.",Эта;комедия;начинала;мне;надоедать;и;я;готов;был;прервать;молчание;самым;прозаическим;образом;то;есть;предложить;ей;стакан;чаю;как;вдруг;она;вскочила;обвила;руками;мою;шею;и;влажный;огненный;поцелуй;прозвучал;на;губах;моих,этот;комедия;начинать;я;надоедать;и;я;готовый;быть;прервать;молчание;самый;прозаический;образ;то;быть;предложить;она;стакан;чай;как;вдруг;она;вскочить;обвить;рука;мой;шея;и;влажный;огненный;поцелуй;звучать;на;губа;мой,DET;NOUN;VERB;PRON;VERB;CCONJ;PRON;ADJ;AUX;VERB;NOUN;ADJ;ADJ;NOUN;PRON;VERB;VERB;PRON;NOUN;NOUN;SCONJ;ADV;PRON;VERB;VERB;NOUN;DET;NOUN;CCONJ;ADJ;ADJ;NOUN;VERB;ADP;NOUN;DET,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"В глазах у меня потемнело, голова закружилась, я сжал ее в моих объятиях со всею силою юношеской страсти, но она, как змея, скользнула между моими руками, шепнув мне на ухо: «нынче ночью, как все уснут, выходи на берег», — и стрелою выскочила из комнаты.",В;глазах;у;меня;потемнело;голова;закружилась;я;сжал;ее;в;моих;объятиях;со;всею;силою;юношеской;страсти;но;она;как;змея;скользнула;между;моими;руками;шепнув;мне;на;ухо;нынче;ночью;как;все;уснут;выходи;на;берег;и;стрелою;выскочила;из;комнаты,в;глаз;у;я;темнеть;голова;закружиться;я;сжать;она;в;мой;объятие;с;весь;сила;юношеский;страсть;но;она;как;змея;скользнуть;между;мой;рука;шепнуть;я;на;ухо;нынче;ночь;как;все;уснуть;выходить;на;берег;и;стрела;выскочить;из;комната,ADP;NOUN;ADP;PRON;VERB;NOUN;VERB;PRON;VERB;PRON;ADP;DET;NOUN;ADP;DET;NOUN;ADJ;NOUN;CCONJ;PRON;SCONJ;NOUN;VERB;ADP;DET;NOUN;VERB;PRON;ADP;NOUN;ADV;NOUN;SCONJ;PRON;VERB;VERB;ADP;NOUN;CCONJ;NOUN;VERB;ADP;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"В сенях она опрокинула чайник и свечу, стоявшую на полу.",В;сенях;она;опрокинула;чайник;и;свечу;стоявшую;на;полу,в;сени;она;опрокинуть;чайник;и;свеча;стоять;на;пол,ADP;NOUN;PRON;VERB;NOUN;CCONJ;NOUN;VERB;ADP;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"«Экой бес-девка!» — закричал казак, расположившийся на соломе и мечтавший согреться остатками чая.",Экой;бес-девка;закричал;казак;расположившийся;на;соломе;и;мечтавший;согреться;остатками;чая,экой;бес-девка;закричать;казак;расположиться;на;солома;и;мечтать;согреться;остатки;чай,ADJ;NOUN;VERB;NOUN;VERB;ADP;NOUN;CCONJ;VERB;VERB;NOUN;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
Только тут я опомнился.,Только;тут;я;опомнился,только;тут;я;опомниться,PART;ADV;PRON;VERB,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Часа через два, когда всё на пристани умолкло, я разбудил своего казака: «Если я выстрелю из пистолета, — сказал я ему: — то беги на берег».",Часа;через;два;когда;всё;на;пристани;умолкло;я;разбудил;своего;казака;Если;я;выстрелю;из;пистолета;сказал;я;ему;то;беги;на;берег,час;через;два;когда;все;на;пристань;умолкнуть;я;разбудить;свой;казак;если;я;выстреть;из;пистолет;сказать;я;он;то;бежать;на;берег,NOUN;ADP;NUM;SCONJ;PRON;ADP;NOUN;VERB;PRON;VERB;DET;NOUN;SCONJ;PRON;VERB;ADP;NOUN;VERB;PRON;PRON;SCONJ;VERB;ADP;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Он выпучил глаза и машинально отвечал: «слушаю, ваше благородие».",Он;выпучил;глаза;и;машинально;отвечал;слушаю;ваше;благородие,он;выпучить;глаз;и;машинально;отвечать;слушать;ваш;благородие,PRON;VERB;NOUN;CCONJ;ADV;VERB;VERB;DET;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
Я заткнул за пояс пистолет и вышел.,Я;заткнул;за;пояс;пистолет;и;вышел,я;заткнуть;за;пояс;пистолет;и;выйти,PRON;VERB;ADP;NOUN;NOUN;CCONJ;VERB,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Она дожидалась меня на краю спуска; ее одежда была более нежели легкая, небольшой платок опоясывал ее гибкий стан.",Она;дожидалась;меня;на;краю;спуска;ее;одежда;была;более;нежели;легкая;небольшой;платок;опоясывал;ее;гибкий;стан,она;дожидаться;я;на;край;спуск;ее;одежда;быть;более;нежели;легкий;небольшой;платок;опоясывать;ее;гибкий;стан,PRON;VERB;PRON;ADP;NOUN;NOUN;DET;NOUN;AUX;ADV;SCONJ;ADJ;ADJ;NOUN;VERB;DET;ADJ;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"— Идите за мной, — сказала она, взяв меня за руку, и мы стали спускаться.",Идите;за;мной;сказала;она;взяв;меня;за;руку;и;мы;стали;спускаться,идти;за;я;сказать;она;брать;я;за;рука;и;мы;стать;спускаться,VERB;ADP;PRON;VERB;PRON;VERB;PRON;ADP;NOUN;CCONJ;PRON;VERB;VERB,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Не понимаю, как я не сломил себе шеи; внизу мы повернули направо и пошли по той же дороге, где накануне я следовал за слепым.",Не;понимаю;как;я;не;сломил;себе;шеи;внизу;мы;повернули;направо;и;пошли;по;той;же;дороге;где;накануне;я;следовал;за;слепым,не;понимать;как;я;не;сломить;себя;шея;внизу;мы;повернуть;направо;и;пойти;по;тот;же;дорога;где;накануне;я;следовать;за;слепой,PART;VERB;ADV;PRON;PART;VERB;PRON;NOUN;ADV;PRON;VERB;ADV;CCONJ;VERB;ADP;DET;PART;NOUN;ADV;ADV;PRON;VERB;ADP;ADJ,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Месяц еще не вставал, и только две звездочки, как два спасительные маяка, сверкали на темно-синем своде.",Месяц;еще;не;вставал;и;только;две;звездочки;как;два;спасительные;маяка;сверкали;на;темно-синем;своде,месяц;еще;не;вставать;и;только;два;звездочка;как;два;спасительный;маяк;сверкать;на;темно-синий;свод,NOUN;ADV;PART;VERB;CCONJ;PART;NUM;NOUN;SCONJ;NUM;ADJ;NOUN;VERB;ADP;ADJ;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Тяжелые волны мерно и ровно катились одна за другой, едва приподымая одинокую лодку, причаленную к берегу.",Тяжелые;волны;мерно;и;ровно;катились;одна;за;другой;едва;приподымая;одинокую;лодку;причаленную;к;берегу,тяжелый;волна;мерно;и;ровно;катиться;один;за;другой;едва;приподымать;одинокий;лодка;причалить;к;берег,ADJ;NOUN;ADV;CCONJ;ADV;VERB;DET;ADP;ADJ;PART;VERB;ADJ;NOUN;VERB;ADP;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"«Взойдем в лодку», — сказала моя спутница; я колебался, я не охотник до сентиментальных прогулок по морю, но отступать было не время.",Взойдем;в;лодку;сказала;моя;спутница;я;колебался;я;не;охотник;до;сентиментальных;прогулок;по;морю;но;отступать;было;не;время,взойти;в;лодка;сказать;мой;спутница;я;колебаться;я;не;охотник;до;сентиментальный;прогулка;по;море;но;отступать;быть;не;время,VERB;ADP;NOUN;VERB;DET;NOUN;PRON;VERB;PRON;PART;NOUN;ADP;ADJ;NOUN;ADP;NOUN;CCONJ;VERB;AUX;PART;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Она прыгнула в лодку, я за ней, и не успел еще опомниться, как заметил, что мы плывем.",Она;прыгнула;в;лодку;я;за;ней;и;не;успел;еще;опомниться;как;заметил;что;мы;плывем,она;прыгать;в;лодка;я;за;она;и;не;успеть;еще;опомниться;как;заметить;что;мы;плыть,PRON;VERB;ADP;NOUN;PRON;ADP;PRON;CCONJ;PART;VERB;ADV;VERB;SCONJ;VERB;SCONJ;PRON;VERB,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
«Что это значит?» — сказал я сердито.,Что;это;значит;сказал;я;сердито,что;это;значить;сказать;я;сердито,PRON;PRON;VERB;VERB;PRON;ADV,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"«Это значит, — отвечала она, сажая меня на скамью и обвив мой стан руками: — это значит, что я тебя люблю»... И щека ее прижалась к моей, и я почувствовал на лице моем ее пламенное дыхание.",Это;значит;отвечала;она;сажая;меня;на;скамью;и;обвив;мой;стан;руками;это;значит;что;я;тебя;люблю;И;щека;ее;прижалась;к;моей;и;я;почувствовал;на;лице;моем;ее;пламенное;дыхание,это;значить;отвечать;она;сажать;я;на;скамья;и;обвить;мой;стан;рука;это;значить;что;я;ты;любить;и;щека;ее;прижаться;к;мой;и;я;почувствовать;на;лицо;мой;ее;пламенный;дыхание,PRON;VERB;VERB;PRON;VERB;PRON;ADP;NOUN;CCONJ;VERB;DET;NOUN;NOUN;PRON;VERB;SCONJ;PRON;PRON;VERB;CCONJ;NOUN;DET;VERB;ADP;DET;CCONJ;PRON;VERB;ADP;NOUN;DET;DET;ADJ;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
Вдруг что-то шумно упало в воду: я хвать за пояс — пистолета нет.,Вдруг;что-то;шумно;упало;в;воду;я;хвать;за;пояс;пистолета;нет,вдруг;что-то;шумно;падать;в;вода;я;хвать;за;пояс;пистолет;нет,ADV;PRON;ADV;VERB;ADP;NOUN;PRON;VERB;ADP;NOUN;NOUN;VERB,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"О, тут ужасное подозрение закралось мне в душу, кровь хлынула мне в голову.",О;тут;ужасное;подозрение;закралось;мне;в;душу;кровь;хлынула;мне;в;голову,о;тут;ужасный;подозрение;закраться;я;в;душа;кровь;хлынуть;я;в;голова,INTJ;ADV;ADJ;NOUN;VERB;PRON;ADP;NOUN;NOUN;VERB;PRON;ADP;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Оглядываюсь — мы от берега около пятидесяти сажен, а я не умею плавать!",Оглядываюсь;мы;от;берега;около;пятидесяти;сажен;а;я;не;умею;плавать,оглядываться;мы;от;берег;около;пятьдесят;сажен;а;я;не;уметь;плавать,VERB;PRON;ADP;NOUN;ADP;NUM;NOUN;CCONJ;PRON;PART;VERB;VERB,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
"Хочу оттолкнуть ее от себя — она как кошка вцепилась в мою одежду, и вдруг сильный толчок едва не сбросил меня в море.",Хочу;оттолкнуть;ее;от;себя;она;как;кошка;вцепилась;в;мою;одежду;и;вдруг;сильный;толчок;едва;не;сбросил;меня;в;море,хотеть;оттолкнуть;она;от;себя;она;как;кошка;вцепиться;в;мой;одежда;и;вдруг;сильный;толчок;едва;не;сбросить;я;в;море,VERB;VERB;PRON;ADP;PRON;PRON;SCONJ;NOUN;VERB;ADP;DET;NOUN;CCONJ;ADV;ADJ;NOUN;ADV;PART;VERB;PRON;ADP;NOUN,Герой нашего времени. Часть 1. Журнал Печорина. Тамань. - rvb.ru - https://rvb.ru/19vek/lermontov/lp/text/01-05.html
